ExID,ExpName,ReferenceTag,Location,ClimateName,MethodName,MTFName,SPName,SMName,DatasetAddedBy,DatasetCheckedBy,LocID_x,Latitude,Longitude,Precipitation,LocComments,RefID,ReferenceYear,ReferenceName,DOI,ReferenceTitle,RefComments,MTFID_x,Month1,Month2,Season,YearExp,Reps,SE,SD,Method,Direction,Tmin,Tmax,UpperD_m,Diameter,Diameter2,Diameter3,Comment,SSPID_x,TextureClass,SoilTextureUSDA,SoilTextureFAO,SoilType,SoilTypeClass,SoilTypeWRB,ClayContent,SiltContent,SandContent,BulkDensity,SoilOrganicCarbon,Comments_x,LocID_y,AnnualMeanTemperature,MeanTemperatureofWarmestQuarter,MeanTemperatureofColdestQuarter,AnnualPrecipitation,PrecipitationofWettestMonth,PrecipitationofDriestMonth,PrecipitationSeasonality,PrecipitationofWettestQuarter,PrecipitationofDriestQuarter,PrecipitationofWarmestQuarter,PrecipitationofColdestQuarter,MeanDiurnalRange,TemperatureSeasonality,MaxTemperatureofWarmestMonth,MinTemperatureofColdestMonth,TemperatureAnnualRange,MeanTemperatureofWettestQuarter,MeanTemperatureofDriestQuarter,Isothermality,Elevation,AverageAridityIndex,AverageAnnualEvapoTranspiration,AridityClass,MTFID_y,Ks,Kunsat,slope,R2,Hmin,intercept,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,SSPID_y,Landuse,LanduseClass,Tillage,TillageClass,NbOfCropRotation,CurrentCrop,CropClass,CropRotation,CoverCrop,CoverCropClass,Residue,ResidueClass,Grazing,GrazingClass,Irrigation,IrrigationClass,Compaction,CompactionClass,OtherAmendments,AmendmentClass,SamplingTime,SamplingTimeClass,Comments_y
1072,Zhang2016_LS_Melon_September10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_LS_Melon_September10,Zhang2016_LS_Melon_September10,Zhang2016_LS_Melon_September10,Zhang2016_LS_Melon_September10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1072,9.0,9.0,autumn,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1072,medium,clay loam,fine,Ultisols,"Acrisols, Alisols",,0.361,0.219,0.42,1.485,0.0063,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1072,2.247797,,0.45299,0.996678,11.10823,0.825424,2.247797,1.722147,1.433186,1.258075,1.137122,1.046981,0.976366,0.919058,0.871307,0.830699,1072,plantation,woodland/plantation,tillage,conventional tillage,0.0,melon,legume,unknown,unknown,unknown,natural,natural,no,no,unknown,unknown,interrow,not compacted,fertilization,consolidated,after harvest,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
1073,Zhang2016_LS_Melon_Nov10,Zhang2016,Zhang2016,Zhang2016,Zhang2016_LS_Melon_Nov10,Zhang2016_LS_Melon_Nov10,Zhang2016_LS_Melon_Nov10,Zhang2016_LS_Melon_Nov10,Lukas,Guillaume,186,28.2058,116.9283,1706.0,coordinates not given. estimated by information about location,156,2016,"Zhang, Lin, Wang, Peng. 2016. ""Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China"" 10.",10.1007/s11368-015-1295-z,Temporal change in soil macropores measured using tension infiltrometer under different land uses and slope positions in subtropical China,,1073,11.0,11.0,winter,2010.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.02,20.0,,,,1073,medium,clay loam,fine,Ultisols,"Acrisols, Alisols",,0.361,0.219,0.42,1.431,0.0063,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported",186,18.50417,28.3,7.95,1766.0,329.0,49.0,62.53008,853.0,180.0,587.0,241.0,8.391667,830.5049,33.9,2.6,31.3,22.48333,14.38333,26.81044,45.0,1.3319,1325.0,Humid,1073,2.98184,,0.679485,0.994109,11.54433,1.196348,2.98184,2.052663,1.558354,1.281658,1.101344,0.973018,0.876257,0.800252,0.738702,0.687666,1073,plantation,woodland/plantation,tillage,conventional tillage,0.0,melon,legume,unknown,unknown,unknown,natural,natural,no,no,unknown,unknown,interrow,not compacted,fertilization,consolidated,during fallow,consolidated,"slope 6%,bulk density not reported, calculated based of porosity, texture class not reported"
1114,khetdan2017_rv4,khetdan2017,khetdan2017,khetdan2017,khetdan2017_rv4,khetdan2017_rv4,khetdan2017_rv4,khetdan2017_rv4,Guillaume,Lukas,196,13.46667,99.26667,1089.0,,165,2017,"Khetdan, Channarong, Natthapol Chittamart, Saowanuch Tawornpruek, Thanuchai Kongkaew, Wattanai Onsamrarn, and Sarah Garré. 2017. “Influence of Rock Fragments on Hydraulic Properties of Ultisols in Ratchaburi Province, Thailand.” Geoderma Regional 10 (September): 21–28. https://doi.org/10.1016/j.geodrs.2017.04.001.",10.1016/j.geodrs.2017.04.001,"Influence of rock fragments on hydraulic properties of Ultisols in Ratchaburi Province, Thailand",,1114,7.0,11.0,summer,2010.0,,,,unknown,Dry to wet,0.0,120.0,0.0,5.0,,,,1114,medium (sandy clay loam to gravely clay),sandy clay loam,medium,Kanhaplic Haplustult,Nitisols,,0.23,0.24,0.53,1.4,0.0235,BD roughly estimated from graph,196,26.5125,28.16667,24.88333,1012.0,203.0,4.0,83.66972,521.0,16.0,193.0,72.0,8.958334,127.0849,33.7,19.0,14.7,26.33333,25.26667,60.94104,172.0,0.5917,1710.0,Dry sub-humid,1114,12.38318,,2.784928,0.990871,17.70075,4.568399,12.38318,8.813011,2.8492,1.278726,0.686895,0.413405,0.269113,0.185537,0.133652,0.099665,1114,arable,arable,no till,no tillage,,unknown,unknown,unknown,,unknown,unknown,unknown,no,no,unknown,unknown,unknown,unknown,rock fragment 4% volume,consolidated,,unknown,BD roughly estimated from graph
1115,khetdan2017_rv12,khetdan2017,khetdan2017,khetdan2017,khetdan2017_rv12,khetdan2017_rv12,khetdan2017_rv12,khetdan2017_rv12,Guillaume,Lukas,196,13.46667,99.26667,1089.0,,165,2017,"Khetdan, Channarong, Natthapol Chittamart, Saowanuch Tawornpruek, Thanuchai Kongkaew, Wattanai Onsamrarn, and Sarah Garré. 2017. “Influence of Rock Fragments on Hydraulic Properties of Ultisols in Ratchaburi Province, Thailand.” Geoderma Regional 10 (September): 21–28. https://doi.org/10.1016/j.geodrs.2017.04.001.",10.1016/j.geodrs.2017.04.001,"Influence of rock fragments on hydraulic properties of Ultisols in Ratchaburi Province, Thailand",,1115,7.0,11.0,summer,2010.0,,,,unknown,Dry to wet,0.0,120.0,0.0,5.0,,,,1115,medium (sandy clay loam to gravely clay),sandy clay loam,medium,Kanhaplic Haplustult,Nitisols,,0.23,0.24,0.53,1.4,0.0235,BD roughly estimated from graph,196,26.5125,28.16667,24.88333,1012.0,203.0,4.0,83.66972,521.0,16.0,193.0,72.0,8.958334,127.0849,33.7,19.0,14.7,26.33333,25.26667,60.94104,172.0,0.5917,1710.0,Dry sub-humid,1115,10.44726,,2.784928,0.990871,18.81491,4.568399,10.44726,8.813011,2.8492,1.278726,0.686895,0.413405,0.269113,0.185537,0.133652,0.099665,1115,arable,arable,no till,no tillage,,unknown,unknown,unknown,,unknown,unknown,unknown,no,no,unknown,unknown,unknown,unknown,rock fragment 12% volume,consolidated,,unknown,BD roughly estimated from graph
1116,khetdan2017_rv26,khetdan2017,khetdan2017,khetdan2017,khetdan2017_rv26,khetdan2017_rv26,khetdan2017_rv26,khetdan2017_rv26,Guillaume,Lukas,196,13.46667,99.26667,1089.0,,165,2017,"Khetdan, Channarong, Natthapol Chittamart, Saowanuch Tawornpruek, Thanuchai Kongkaew, Wattanai Onsamrarn, and Sarah Garré. 2017. “Influence of Rock Fragments on Hydraulic Properties of Ultisols in Ratchaburi Province, Thailand.” Geoderma Regional 10 (September): 21–28. https://doi.org/10.1016/j.geodrs.2017.04.001.",10.1016/j.geodrs.2017.04.001,"Influence of rock fragments on hydraulic properties of Ultisols in Ratchaburi Province, Thailand",,1116,7.0,11.0,summer,2010.0,,,,unknown,Dry to wet,0.0,120.0,0.0,5.0,,,,1116,medium (sandy clay loam to gravely clay),sandy clay loam,medium,Kanhaplic Haplustult,Nitisols,,0.23,0.24,0.53,1.4,0.0235,BD roughly estimated from graph,196,26.5125,28.16667,24.88333,1012.0,203.0,4.0,83.66972,521.0,16.0,193.0,72.0,8.958334,127.0849,33.7,19.0,14.7,26.33333,25.26667,60.94104,172.0,0.5917,1710.0,Dry sub-humid,1116,8.911883,,2.68752,0.997605,19.04558,4.389442,8.911883,7.814441,2.628144,1.213036,0.665926,0.407967,0.26959,0.1883,0.137207,0.103372,1116,arable,arable,no till,no tillage,,unknown,unknown,unknown,,unknown,unknown,unknown,no,no,unknown,unknown,unknown,unknown,rock fragment 26% volume,positive impact,,unknown,BD roughly estimated from graph
1117,khetdan2017_rv62,khetdan2017,khetdan2017,khetdan2017,khetdan2017_rv62,khetdan2017_rv62,khetdan2017_rv62,khetdan2017_rv62,Guillaume,Lukas,196,13.46667,99.26667,1089.0,,165,2017,"Khetdan, Channarong, Natthapol Chittamart, Saowanuch Tawornpruek, Thanuchai Kongkaew, Wattanai Onsamrarn, and Sarah Garré. 2017. “Influence of Rock Fragments on Hydraulic Properties of Ultisols in Ratchaburi Province, Thailand.” Geoderma Regional 10 (September): 21–28. https://doi.org/10.1016/j.geodrs.2017.04.001.",10.1016/j.geodrs.2017.04.001,"Influence of rock fragments on hydraulic properties of Ultisols in Ratchaburi Province, Thailand",,1117,7.0,11.0,summer,2010.0,,,,unknown,Dry to wet,0.0,120.0,0.0,5.0,,,,1117,medium (sandy clay loam to gravely clay),sandy clay loam,medium,Kanhaplic Haplustult,Nitisols,,0.23,0.24,0.53,1.4,0.0235,BD roughly estimated from graph,196,26.5125,28.16667,24.88333,1012.0,203.0,4.0,83.66972,521.0,16.0,193.0,72.0,8.958334,127.0849,33.7,19.0,14.7,26.33333,25.26667,60.94104,172.0,0.5917,1710.0,Dry sub-humid,1117,12.38318,,2.34465,0.989484,18.34559,4.055371,12.38318,10.11373,3.908761,1.991139,1.179999,0.769537,0.536121,0.392005,0.297411,0.232312,1117,arable,arable,no till,no tillage,,unknown,unknown,unknown,,unknown,unknown,unknown,no,no,unknown,unknown,unknown,unknown,rock fragment 62% volume,positive impact,,unknown,BD roughly estimated from graph
1191,Yu2014_57m2,Yu2014,Yu2014,Yu2014,Yu2014_57m2,Yu2014_57m2,Yu2014_57m2,Yu2014_57m2,Lukas,Guillaume,201,36.75558,-116.694,108.0,coordinates not given. estimated by information about location,168,2014,"Yu, Dong, Young, Li, Yang. 2014. ""On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone"" 13.",10.1111/gwat.12026,On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone,,1191,,,unknown,,1.0,,,Steady-state piecewise,unknown,0.0,150.0,0.0,,,,,1191,coarse (loamy sand),loamy sand,coarse,unknown,unknown,,0.061,0.141,0.798,1.43,,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case",201,17.20417,27.8,7.333333,105.0,16.0,3.0,43.10023,41.0,12.0,26.0,40.0,18.24167,839.4139,39.4,-1.8,41.2,9.15,20.75,44.27589,841.0,0.0375,2798.0,Arid,1191,186.8818,,2.433523,0.977333,19.31888,5.401034,186.8818,171.7699,64.03612,31.79682,18.47357,11.85391,8.146011,5.886,4.419157,3.419696,1191,shrubland,grassland,no tillage,no tillage,0.0,creosote bush,shrub,unknown,unknown,unknown,natural,natural,no,no,no,rainfed,unknown,unknown,close to plants,positive impact,unknown,unknown,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case"
1192,Yu2014_57m1,Yu2014,Yu2014,Yu2014,Yu2014_57m1,Yu2014_57m1,Yu2014_57m1,Yu2014_57m1,Lukas,Guillaume,201,36.75558,-116.694,108.0,coordinates not given. estimated by information about location,168,2014,"Yu, Dong, Young, Li, Yang. 2014. ""On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone"" 13.",10.1111/gwat.12026,On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone,,1192,,,unknown,,1.0,,,Steady-state piecewise,unknown,0.0,150.0,0.0,,,,,1192,coarse (loamy sand),loamy sand,coarse,unknown,unknown,,0.061,0.141,0.798,1.33,,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case",201,17.20417,27.8,7.333333,105.0,16.0,3.0,43.10023,41.0,12.0,26.0,40.0,18.24167,839.4139,39.4,-1.8,41.2,9.15,20.75,44.27589,841.0,0.0375,2798.0,Arid,1192,130.015,,2.26158,0.973048,19.80625,5.046815,130.015,127.1839,50.83791,26.52338,16.0125,10.60192,7.481332,5.531279,4.237796,3.339303,1192,shrubland,grassland,no tillage,no tillage,0.0,creosote bush,shrub,unknown,unknown,unknown,natural,natural,no,no,no,rainfed,unknown,unknown,close to plants,positive impact,unknown,unknown,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case"
1193,Yu2014_55m2,Yu2014,Yu2014,Yu2014,Yu2014_55m2,Yu2014_55m2,Yu2014_55m2,Yu2014_55m2,Lukas,Guillaume,201,36.75558,-116.694,108.0,coordinates not given. estimated by information about location,168,2014,"Yu, Dong, Young, Li, Yang. 2014. ""On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone"" 13.",10.1111/gwat.12026,On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone,,1193,,,unknown,,1.0,,,Steady-state piecewise,unknown,0.0,150.0,0.0,,,,,1193,coarse (loamy sand),loamy sand,coarse,unknown,unknown,,0.061,0.141,0.798,1.52,,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case",201,17.20417,27.8,7.333333,105.0,16.0,3.0,43.10023,41.0,12.0,26.0,40.0,18.24167,839.4139,39.4,-1.8,41.2,9.15,20.75,44.27589,841.0,0.0375,2798.0,Arid,1193,70.47206,,1.902606,0.979543,20.48103,4.343003,70.47206,70.47206,34.08967,19.7203,12.89828,9.117612,6.799982,5.274386,4.215497,3.449771,1193,shrubland,grassland,no tillage,no tillage,0.0,creosote bush,shrub,unknown,unknown,unknown,natural,natural,no,no,no,rainfed,unknown,unknown,close to plants,positive impact,unknown,unknown,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case"
1194,Yu2014_58m2,Yu2014,Yu2014,Yu2014,Yu2014_58m2,Yu2014_58m2,Yu2014_58m2,Yu2014_58m2,Lukas,Guillaume,201,36.75558,-116.694,108.0,coordinates not given. estimated by information about location,168,2014,"Yu, Dong, Young, Li, Yang. 2014. ""On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone"" 13.",10.1111/gwat.12026,On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone,,1194,,,unknown,,1.0,,,Steady-state piecewise,unknown,0.0,150.0,0.0,,,,,1194,coarse (loamy sand),loamy sand,coarse,unknown,unknown,,0.061,0.141,0.798,1.4266,,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case",201,17.20417,27.8,7.333333,105.0,16.0,3.0,43.10023,41.0,12.0,26.0,40.0,18.24167,839.4139,39.4,-1.8,41.2,9.15,20.75,44.27589,841.0,0.0375,2798.0,Arid,1194,89.20467,,1.690906,0.985425,20.41462,4.165376,89.20467,89.20467,46.52666,28.60502,19.61446,14.41081,11.10421,8.859896,7.259965,6.075232,1194,shrubland,grassland,no tillage,no tillage,0.0,creosote bush,shrub,unknown,unknown,unknown,natural,natural,no,no,no,rainfed,unknown,unknown,close to plants,positive impact,unknown,unknown,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case"
1195,Yu2014_55m1,Yu2014,Yu2014,Yu2014,Yu2014_55m1,Yu2014_55m1,Yu2014_55m1,Yu2014_55m1,Lukas,Guillaume,201,36.75558,-116.694,108.0,coordinates not given. estimated by information about location,168,2014,"Yu, Dong, Young, Li, Yang. 2014. ""On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone"" 13.",10.1111/gwat.12026,On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone,,1195,,,unknown,,1.0,,,Steady-state piecewise,unknown,0.0,150.0,0.0,,,,,1195,coarse (loamy sand),loamy sand,coarse,unknown,unknown,,0.061,0.141,0.798,1.52,,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case",201,17.20417,27.8,7.333333,105.0,16.0,3.0,43.10023,41.0,12.0,26.0,40.0,18.24167,839.4139,39.4,-1.8,41.2,9.15,20.75,44.27589,841.0,0.0375,2798.0,Arid,1195,17.61935,,1.111196,0.98356,18.77477,2.661181,17.61935,16.4241,10.4667,7.602885,5.933247,4.845143,4.0824,3.519453,3.087697,2.746561,1195,shrubland,grassland,no tillage,no tillage,0.0,creosote bush,shrub,unknown,unknown,unknown,natural,natural,no,no,no,rainfed,unknown,unknown,close to plants,positive impact,unknown,unknown,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case"
1196,Yu2014_58m3,Yu2014,Yu2014,Yu2014,Yu2014_58m3,Yu2014_58m3,Yu2014_58m3,Yu2014_58m3,Lukas,Guillaume,201,36.75558,-116.694,108.0,coordinates not given. estimated by information about location,168,2014,"Yu, Dong, Young, Li, Yang. 2014. ""On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone"" 13.",10.1111/gwat.12026,On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone,,1196,,,unknown,,1.0,,,Steady-state piecewise,unknown,0.0,150.0,0.0,,,,,1196,coarse (loamy sand),loamy sand,coarse,unknown,unknown,,0.061,0.141,0.798,1.4266,,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case",201,17.20417,27.8,7.333333,105.0,16.0,3.0,43.10023,41.0,12.0,26.0,40.0,18.24167,839.4139,39.4,-1.8,41.2,9.15,20.75,44.27589,841.0,0.0375,2798.0,Arid,1196,29.66174,,1.059237,0.948196,17.66771,2.793256,29.66174,26.011,16.92913,12.48231,9.854723,8.124053,6.900178,5.990086,5.287501,4.729143,1196,shrubland,grassland,no tillage,no tillage,0.0,creosote bush,shrub,unknown,unknown,unknown,natural,natural,no,no,no,rainfed,unknown,unknown,close to plants,positive impact,unknown,unknown,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case"
1197,Yu2014_56m1,Yu2014,Yu2014,Yu2014,Yu2014_56m1,Yu2014_56m1,Yu2014_56m1,Yu2014_56m1,Lukas,Guillaume,201,36.75558,-116.694,108.0,coordinates not given. estimated by information about location,168,2014,"Yu, Dong, Young, Li, Yang. 2014. ""On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone"" 13.",10.1111/gwat.12026,On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone,,1197,,,unknown,,1.0,,,Steady-state piecewise,unknown,0.0,150.0,0.0,,,,,1197,coarse (loamy sand),loamy sand,coarse,unknown,unknown,,0.061,0.141,0.798,1.41,,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case",201,17.20417,27.8,7.333333,105.0,16.0,3.0,43.10023,41.0,12.0,26.0,40.0,18.24167,839.4139,39.4,-1.8,41.2,9.15,20.75,44.27589,841.0,0.0375,2798.0,Arid,1197,138.0531,,2.136863,0.923971,21.44615,4.984957,138.0531,138.0531,67.38316,36.43967,22.61992,15.32115,11.02136,8.28542,6.44182,5.143172,1197,shrubland,grassland,no tillage,no tillage,0.0,creosote bush,shrub,unknown,unknown,unknown,natural,natural,no,no,no,rainfed,unknown,unknown,unknown,unknown,unknown,unknown,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case"
1198,Yu2014_57m3,Yu2014,Yu2014,Yu2014,Yu2014_57m3,Yu2014_57m3,Yu2014_57m3,Yu2014_57m3,Lukas,Guillaume,201,36.75558,-116.694,108.0,coordinates not given. estimated by information about location,168,2014,"Yu, Dong, Young, Li, Yang. 2014. ""On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone"" 13.",10.1111/gwat.12026,On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone,,1198,,,unknown,,1.0,,,Steady-state piecewise,unknown,0.0,150.0,0.0,,,,,1198,coarse (loamy sand),loamy sand,coarse,unknown,unknown,,0.061,0.141,0.798,1.33,,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case",201,17.20417,27.8,7.333333,105.0,16.0,3.0,43.10023,41.0,12.0,26.0,40.0,18.24167,839.4139,39.4,-1.8,41.2,9.15,20.75,44.27589,841.0,0.0375,2798.0,Arid,1198,238.3481,,2.238453,0.995524,19.54458,5.267113,238.3481,226.3701,91.33706,47.97087,29.11046,19.35556,13.70719,10.16568,7.809689,6.1689,1198,shrubland,grassland,no tillage,no tillage,0.0,creosote bush,shrub,unknown,unknown,unknown,natural,natural,no,no,no,rainfed,unknown,unknown,unknown,unknown,unknown,unknown,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case"
1199,Yu2014_58m1,Yu2014,Yu2014,Yu2014,Yu2014_58m1,Yu2014_58m1,Yu2014_58m1,Yu2014_58m1,Lukas,Guillaume,201,36.75558,-116.694,108.0,coordinates not given. estimated by information about location,168,2014,"Yu, Dong, Young, Li, Yang. 2014. ""On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone"" 13.",10.1111/gwat.12026,On Evaluating Characteristics of the Solute Transport in the Arid Vadose Zone,,1199,,,unknown,,1.0,,,Steady-state piecewise,unknown,0.0,150.0,0.0,,,,,1199,coarse (loamy sand),loamy sand,coarse,unknown,unknown,,0.061,0.141,0.798,1.4266,,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case",201,17.20417,27.8,7.333333,105.0,16.0,3.0,43.10023,41.0,12.0,26.0,40.0,18.24167,839.4139,39.4,-1.8,41.2,9.15,20.75,44.27589,841.0,0.0375,2798.0,Arid,1199,387.0206,,2.207967,0.983409,20.23654,5.471639,387.0206,387.0206,162.2576,85.96953,52.52554,35.1189,24.98761,18.60717,14.34621,11.36858,1199,shrubland,grassland,no tillage,no tillage,0.0,creosote bush,shrub,unknown,unknown,unknown,natural,natural,no,no,no,rainfed,unknown,unknown,unknown,unknown,unknown,unknown,"disposal of hazardous chemical waste,bulk density not for every sample reported, averaged in this case"
